FECHA,DÍA MES,DÍA SEMANA,MES,AÑO,ORGANISMO,LINEA/SERVICIO,AFLUENCIA TARJETA,AFLUENCIA BOLETO,"AFLUENCIA TOTAL
(cifras preliminares)"
2020-03-01,01,Domingo,2020-03,2020,Ecobici,N/A,,,11238.0
2020-03-02,02,Lunes,2020-03,2020,Ecobici,N/A,,,29475.0
2020-03-04,04,Miércoles,2020-03,2020,Ecobici,N/A,,,31477.0
2020-03-05,05,Jueves,2020-03,2020,Ecobici,N/A,,,31493.0
2020-03-06,06,Viernes,2020-03,2020,Ecobici,N/A,,,29035.0
2020-03-07,07,Sábado,2020-03,2020,Ecobici,N/A,,,12800.0
2020-03-19,19,Jueves,2020-03,2020,Ecobici,N/A,,,16676.0
2020-03-20,20,Viernes,2020-03,2020,Ecobici,N/A,,,16091.0
2020-03-22,22,Domingo,2020-03,2020,Ecobici,N/A,,,5770.0
2020-03-23,23,Lunes,2020-03,2020,Ecobici,N/A,,,11697.0
2020-03-27,27,Viernes,2020-03,2020,Ecobici,N/A,,,9478.0
2020-04-01,01,Miércoles,2020-04,2020,Ecobici,N/A,,,7141.0
2020-04-06,06,Lunes,2020-04,2020,Ecobici,N/A,,,5661.0
2020-04-16,16,Jueves,2020-04,2020,Ecobici,N/A,,,5519.0
2020-04-17,17,Viernes,2020-04,2020,Ecobici,N/A,,,5603.0
2020-04-21,21,Martes,2020-04,2020,Ecobici,N/A,,,4985.0
2020-04-27,27,Lunes,2020-04,2020,Ecobici,N/A,,,5441.0
2020-04-28,28,Martes,2020-04,2020,Ecobici,N/A,,,5348.0
2020-04-30,30,Jueves,2020-04,2020,Ecobici,N/A,,,4765.0
2020-05-09,09,Sábado,2020-05,2020,Ecobici,N/A,,,3668.0
2020-05-10,10,Domingo,2020-05,2020,Ecobici,N/A,,,3151.0
2020-05-12,12,Martes,2020-05,2020,Ecobici,N/A,,,5235.0
2020-05-14,14,Jueves,2020-05,2020,Ecobici,N/A,,,5324.0
2020-05-22,22,Viernes,2020-05,2020,Ecobici,N/A,,,5384.0
2020-05-23,23,Sábado,2020-05,2020,Ecobici,N/A,,,4435.0
2020-05-24,24,Domingo,2020-05,2020,Ecobici,N/A,,,3950.0
2020-05-26,26,Martes,2020-05,2020,Ecobici,N/A,,,5848.0
2020-06-04,04,Jueves,2020-06,2020,Ecobici,N/A,,,6273.0
2020-06-06,06,Sábado,2020-06,2020,Ecobici,N/A,,,5164.0
2020-06-08,08,Lunes,2020-06,2020,Ecobici,N/A,,,5480.0
2020-06-10,10,Miércoles,2020-06,2020,Ecobici,N/A,,,6553.0
2020-06-17,17,Miércoles,2020-06,2020,Ecobici,N/A,,,6862.0
2020-06-20,20,Sábado,2020-06,2020,Ecobici,N/A,,,4666.0
2020-06-28,28,Domingo,2020-06,2020,Ecobici,N/A,,,4780.0
2020-07-03,03,Viernes,2020-07,2020,Ecobici,N/A,,,7382.0
2020-07-04,04,Sábado,2020-07,2020,Ecobici,N/A,,,5722.0
2020-07-12,12,Domingo,2020-07,2020,Ecobici,N/A,,,4976.0
2020-07-25,25,Sábado,2020-07,2020,Ecobici,N/A,,,6717.0
2020-07-29,29,Miércoles,2020-07,2020,Ecobici,N/A,,,9291.0
2020-08-05,05,Miércoles,2020-08,2020,Ecobici,N/A,,,10421.0
2020-08-08,08,Sábado,2020-08,2020,Ecobici,N/A,,,7100.0
2020-08-11,11,Martes,2020-08,2020,Ecobici,N/A,,,9736.0
2020-08-13,13,Jueves,2020-08,2020,Ecobici,N/A,,,10205.0
2020-08-16,16,Domingo,2020-08,2020,Ecobici,N/A,,,6114.0
2020-08-18,18,Martes,2020-08,2020,Ecobici,N/A,,,9586.0
2020-08-21,21,Viernes,2020-08,2020,Ecobici,N/A,,,10804.0
2020-08-24,24,Lunes,2020-08,2020,Ecobici,N/A,,,8033.0
2020-08-25,25,Martes,2020-08,2020,Ecobici,N/A,,,9844.0
2020-08-26,26,Miércoles,2020-08,2020,Ecobici,N/A,,,10019.0
2020-08-31,31,Lunes,2020-08,2020,Ecobici,N/A,,,8722.0
2020-09-01,01,Martes,2020-09,2020,Ecobici,N/A,,,10443.0
2020-09-03,03,Jueves,2020-09,2020,Ecobici,N/A,,,10458.0
2020-09-12,12,Sábado,2020-09,2020,Ecobici,N/A,,,6859.0
2020-09-13,13,Domingo,2020-09,2020,Ecobici,N/A,,,6345.0
2020-09-14,14,Lunes,2020-09,2020,Ecobici,N/A,,,10384.0
2020-09-16,16,Miércoles,2020-09,2020,Ecobici,N/A,,,5114.0
2020-09-23,23,Miércoles,2020-09,2020,Ecobici,N/A,,,11631.0
2020-09-26,26,Sábado,2020-09,2020,Ecobici,N/A,,,8480.0
2020-09-27,27,Domingo,2020-09,2020,Ecobici,N/A,,,6600.0
2020-09-28,28,Lunes,2020-09,2020,Ecobici,N/A,,,11407.0
2020-09-30,30,Miércoles,2020-09,2020,Ecobici,N/A,,,12033.0
2020-10-01,01,Jueves,2020-10,2020,Ecobici,N/A,,,11710.0
2020-10-04,04,Domingo,2020-10,2020,Ecobici,N/A,,,6852.0
2020-10-06,06,Martes,2020-10,2020,Ecobici,N/A,,,11643.0
2020-10-11,11,Domingo,2020-10,2020,Ecobici,N/A,,,7153.0
2020-10-12,12,Lunes,2020-10,2020,Ecobici,N/A,,,10710.0
2020-10-13,13,Martes,2020-10,2020,Ecobici,N/A,,,10724.0
2020-10-14,14,Miércoles,2020-10,2020,Ecobici,N/A,,,11477.0
2020-10-24,24,Sábado,2020-10,2020,Ecobici,N/A,,,8390.0
2020-10-26,26,Lunes,2020-10,2020,Ecobici,N/A,,,11153.0
2020-11-01,01,Domingo,2020-11,2020,Ecobici,N/A,,,6095.0
2020-11-02,02,Lunes,2020-11,2020,Ecobici,N/A,,,7819.0
2020-11-03,03,Martes,2020-11,2020,Ecobici,N/A,,,11048.0
2020-11-09,09,Lunes,2020-11,2020,Ecobici,N/A,,,11157.0
2020-11-10,10,Martes,2020-11,2020,Ecobici,N/A,,,12084.0
2020-11-13,13,Viernes,2020-11,2020,Ecobici,N/A,,,12024.0
2020-11-18,18,Miércoles,2020-11,2020,Ecobici,N/A,,,10637.0
2020-11-22,22,Domingo,2020-11,2020,Ecobici,N/A,,,6513.0
2020-11-24,24,Martes,2020-11,2020,Ecobici,N/A,,,11377.0
2020-11-25,25,Miércoles,2020-11,2020,Ecobici,N/A,,,11287.0
2020-11-27,27,Viernes,2020-11,2020,Ecobici,N/A,,,11707.0
2020-11-29,29,Domingo,2020-11,2020,Ecobici,N/A,,,6414.0
2020-12-02,02,Miércoles,2020-12,2020,Ecobici,N/A,,,11532.0
2020-12-03,03,Jueves,2020-12,2020,Ecobici,N/A,,,11359.0
2020-12-04,04,Viernes,2020-12,2020,Ecobici,N/A,,,10836.0
2020-12-05,05,Sábado,2020-12,2020,Ecobici,N/A,,,7869.0
2020-12-10,10,Jueves,2020-12,2020,Ecobici,N/A,,,11156.0
2020-12-11,11,Viernes,2020-12,2020,Ecobici,N/A,,,10596.0
2020-12-18,18,Viernes,2020-12,2020,Ecobici,N/A,,,10929.0
2020-12-20,20,Domingo,2020-12,2020,Ecobici,N/A,,,4780.0
2020-12-23,23,Miércoles,2020-12,2020,Ecobici,N/A,,,8047.0
2020-12-30,30,Miércoles,2020-12,2020,Ecobici,N/A,,,
2020-03-01,01,Domingo,2020-03,2020,Metrobús,L1,,,170203.0
2020-03-01,01,Domingo,2020-03,2020,Metrobús,L3,,,86446.0
2020-03-01,01,Domingo,2020-03,2020,Metrobús,L6,,,100651.0
2020-03-02,02,Lunes,2020-03,2020,Metrobús,L3,,,177840.0
2020-03-02,02,Lunes,2020-03,2020,Metrobús,L4,,,71181.0
2020-03-02,02,Lunes,2020-03,2020,Metrobús,L6,,,233639.0
2020-03-02,02,Lunes,2020-03,2020,Metrobús,L7,,,101067.0
2020-03-03,03,Martes,2020-03,2020,Metrobús,L3,,,182519.0
2020-03-04,04,Miércoles,2020-03,2020,Metrobús,L2,,,204902.0
2020-03-04,04,Miércoles,2020-03,2020,Metrobús,L4,,,70763.0
2020-03-04,04,Miércoles,2020-03,2020,Metrobús,L7,,,131641.0
2020-03-05,05,Jueves,2020-03,2020,Metrobús,L2,,,204989.0
2020-03-05,05,Jueves,2020-03,2020,Metrobús,L3,,,180629.0
2020-03-05,05,Jueves,2020-03,2020,Metrobús,L4,,,68947.0
2020-03-06,06,Viernes,2020-03,2020,Metrobús,L4,,,78434.0
2020-03-06,06,Viernes,2020-03,2020,Metrobús,L6,,,248685.0
2020-03-07,07,Sábado,2020-03,2020,Metrobús,L1,,,304370.0
2020-03-07,07,Sábado,2020-03,2020,Metrobús,L2,,,132564.0
2020-03-07,07,Sábado,2020-03,2020,Metrobús,L4,,,71098.0
2020-03-07,07,Sábado,2020-03,2020,Metrobús,L6,,,136782.0
2020-03-08,08,Domingo,2020-03,2020,Metrobús,L1,,,172053.0
2020-03-08,08,Domingo,2020-03,2020,Metrobús,L2,,,81968.0
2020-03-08,08,Domingo,2020-03,2020,Metrobús,L5,,,50892.0
2020-03-08,08,Domingo,2020-03,2020,Metrobús,L7,,,55112.0
2020-03-09,09,Lunes,2020-03,2020,Metrobús,L3,,,122622.0
2020-03-10,10,Martes,2020-03,2020,Metrobús,L1,,,518610.0
2020-03-10,10,Martes,2020-03,2020,Metrobús,L5,,,98202.0
2020-03-10,10,Martes,2020-03,2020,Metrobús,L6,,,251284.0
2020-03-11,11,Miércoles,2020-03,2020,Metrobús,L3,,,179924.0
2020-03-11,11,Miércoles,2020-03,2020,Metrobús,L4,,,58995.0
2020-03-11,11,Miércoles,2020-03,2020,Metrobús,L5,,,97305.0
2020-03-11,11,Miércoles,2020-03,2020,Metrobús,L6,,,219193.0
2020-03-12,12,Jueves,2020-03,2020,Metrobús,L3,,,185561.0
2020-03-12,12,Jueves,2020-03,2020,Metrobús,L6,,,238016.0
2020-03-13,13,Viernes,2020-03,2020,Metrobús,L1,,,532832.0
2020-03-13,13,Viernes,2020-03,2020,Metrobús,L3,,,184075.0
2020-03-13,13,Viernes,2020-03,2020,Metrobús,L4,,,77929.0
2020-03-13,13,Viernes,2020-03,2020,Metrobús,L6,,,237384.0
2020-03-14,14,Sábado,2020-03,2020,Metrobús,L3,,,119378.0
2020-03-14,14,Sábado,2020-03,2020,Metrobús,L6,,,134917.0
2020-03-15,15,Domingo,2020-03,2020,Metrobús,L1,,,155414.0
2020-03-15,15,Domingo,2020-03,2020,Metrobús,L3,,,77732.0
2020-03-15,15,Domingo,2020-03,2020,Metrobús,L7,,,51995.0
2020-03-16,16,Lunes,2020-03,2020,Metrobús,L1,,,157486.0
2020-03-16,16,Lunes,2020-03,2020,Metrobús,L2,,,79500.0
2020-03-16,16,Lunes,2020-03,2020,Metrobús,L3,,,77688.0
2020-03-16,16,Lunes,2020-03,2020,Metrobús,L5,,,49566.0
2020-03-17,17,Martes,2020-03,2020,Metrobús,L2,,,173134.0
2020-03-17,17,Martes,2020-03,2020,Metrobús,L7,,,121968.0
2020-03-18,18,Miércoles,2020-03,2020,Metrobús,L4,,,47919.0
2020-03-18,18,Miércoles,2020-03,2020,Metrobús,L5,,,83371.0
2020-03-18,18,Miércoles,2020-03,2020,Metrobús,L6,,,185764.0
2020-03-19,19,Jueves,2020-03,2020,Metrobús,L7,,,102714.0
2020-03-20,20,Viernes,2020-03,2020,Metrobús,L3,,,130031.0
2020-03-20,20,Viernes,2020-03,2020,Metrobús,L6,,,170456.0
2020-03-20,20,Viernes,2020-03,2020,Metrobús,L7,,,99849.0
2020-03-21,21,Sábado,2020-03,2020,Metrobús,L3,,,86585.0
2020-03-21,21,Sábado,2020-03,2020,Metrobús,L6,,,99821.0
2020-03-21,21,Sábado,2020-03,2020,Metrobús,L7,,,54192.0
2020-03-22,22,Domingo,2020-03,2020,Metrobús,L1,,,113599.0
2020-03-23,23,Lunes,2020-03,2020,Metrobús,L2,,,104509.0
2020-03-23,23,Lunes,2020-03,2020,Metrobús,L3,,,105727.0
2020-03-23,23,Lunes,2020-03,2020,Metrobús,L4,,,39998.0
2020-03-23,23,Lunes,2020-03,2020,Metrobús,L6,,,123799.0
2020-03-23,23,Lunes,2020-03,2020,Metrobús,L7,,,71507.0
2020-03-24,24,Martes,2020-03,2020,Metrobús,L2,,,102658.0
2020-03-24,24,Martes,2020-03,2020,Metrobús,L3,,,87986.0
2020-03-24,24,Martes,2020-03,2020,Metrobús,L6,,,117495.0
2020-03-25,25,Miércoles,2020-03,2020,Metrobús,L3,,,89444.0
2020-03-26,26,Jueves,2020-03,2020,Metrobús,L1,,,191084.0
2020-03-26,26,Jueves,2020-03,2020,Metrobús,L2,,,88635.0
2020-03-26,26,Jueves,2020-03,2020,Metrobús,L3,,,83400.0
2020-03-26,26,Jueves,2020-03,2020,Metrobús,L5,,,51654.0
2020-03-26,26,Jueves,2020-03,2020,Metrobús,L7,,,59893.0
2020-03-27,27,Viernes,2020-03,2020,Metrobús,L1,,,204758.0
2020-03-27,27,Viernes,2020-03,2020,Metrobús,L5,,,48871.0
2020-03-27,27,Viernes,2020-03,2020,Metrobús,L6,,,102678.0
2020-03-28,28,Sábado,2020-03,2020,Metrobús,L5,,,43075.0
2020-03-28,28,Sábado,2020-03,2020,Metrobús,L7,,,55711.0
2020-03-29,29,Domingo,2020-03,2020,Metrobús,L5,,,31359.0
2020-03-30,30,Lunes,2020-03,2020,Metrobús,L4,,,26713.0
2020-03-30,30,Lunes,2020-03,2020,Metrobús,L6,,,101067.0
2020-03-31,31,Martes,2020-03,2020,Metrobús,L2,,,78749.0
2020-03-31,31,Martes,2020-03,2020,Metrobús,L4,,,27307.0
2020-04-01,01,Míercoles,2020-04,2020,Metrobús,L6,,,90598.0
2020-04-02,02,Jueves,2020-04,2020,Metrobús,L2,,,69210.0
2020-04-02,02,Jueves,2020-04,2020,Metrobús,L3,,,67239.0
2020-04-02,02,Jueves,2020-04,2020,Metrobús,L4,,,23449.0
2020-04-02,02,Jueves,2020-04,2020,Metrobús,L5,,,43314.0
2020-04-02,02,Jueves,2020-04,2020,Metrobús,L6,,,81588.0
2020-04-03,03,Viernes,2020-04,2020,Metrobús,L3,,,66360.0
2020-04-03,03,Viernes,2020-04,2020,Metrobús,L4,,,26048.0
2020-04-04,04,Sábado,2020-04,2020,Metrobús,L2,,,49241.0
2020-04-04,04,Sábado,2020-04,2020,Metrobús,L5,,,33964.0
2020-04-04,04,Sábado,2020-04,2020,Metrobús,L6,,,56444.0
2020-04-04,04,Sábado,2020-04,2020,Metrobús,L7,,,27955.0
2020-04-05,05,Domingo,2020-04,2020,Metrobús,L4,,,7991.0
2020-04-05,05,Domingo,2020-04,2020,Metrobús,L6,,,44076.0
2020-04-06,06,Lunes,2020-04,2020,Metrobús,L3,,,50587.0
2020-04-06,06,Lunes,2020-04,2020,Metrobús,L5,,,35477.0
2020-04-06,06,Lunes,2020-04,2020,Metrobús,L6,,,72664.0
2020-04-06,06,Lunes,2020-04,2020,Metrobús,L7,,,35218.0
2020-04-07,07,Martes,2020-04,2020,Metrobús,L1,,,123043.0
2020-04-08,08,Míercoles,2020-04,2020,Metrobús,L1,,,127036.0
2020-04-09,09,Jueves,2020-04,2020,Metrobús,L4,,,12565.0
2020-04-09,09,Jueves,2020-04,2020,Metrobús,L5,,,27059.0
2020-04-09,09,Jueves,2020-04,2020,Metrobús,L7,,,23149.0
2020-04-10,10,Viernes,2020-04,2020,Metrobús,L7,,,17762.0
2020-04-12,12,Domingo,2020-04,2020,Metrobús,L4,,,7666.0
2020-04-13,13,Lunes,2020-04,2020,Metrobús,L2,,,66988.0
2020-04-13,13,Lunes,2020-04,2020,Metrobús,L5,,,36108.0
2020-04-13,13,Lunes,2020-04,2020,Metrobús,L7,,,41072.0
2020-04-14,14,Martes,2020-04,2020,Metrobús,L2,,,62770.0
2020-04-14,14,Martes,2020-04,2020,Metrobús,L6,,,69986.0
2020-04-15,15,Míercoles,2020-04,2020,Metrobús,L3,,,57146.0
2020-04-15,15,Míercoles,2020-04,2020,Metrobús,L5,,,35610.0
2020-04-16,16,Jueves,2020-04,2020,Metrobús,L2,,,61835.0
2020-04-17,17,Viernes,2020-04,2020,Metrobús,L1,,,129907.0
2020-04-17,17,Viernes,2020-04,2020,Metrobús,L2,,,63555.0
2020-04-17,17,Viernes,2020-04,2020,Metrobús,L3,,,55142.0
2020-04-17,17,Viernes,2020-04,2020,Metrobús,L7,,,34155.0
2020-04-19,19,Domingo,2020-04,2020,Metrobús,L5,,,24534.0
2020-04-19,19,Domingo,2020-04,2020,Metrobús,L7,,,15249.0
2020-04-20,20,Lunes,2020-04,2020,Metrobús,L2,,,61381.0
2020-04-20,20,Lunes,2020-04,2020,Metrobús,L3,,,55719.0
2020-04-21,21,Martes,2020-04,2020,Metrobús,L1,,,109284.0
2020-04-21,21,Martes,2020-04,2020,Metrobús,L6,,,61684.0
2020-04-21,21,Martes,2020-04,2020,Metrobús,L7,,,32010.0
2020-04-22,22,Míercoles,2020-04,2020,Metrobús,L1,,,119695.0
2020-04-22,22,Míercoles,2020-04,2020,Metrobús,L7,,,30986.0
2020-04-23,23,Jueves,2020-04,2020,Metrobús,L5,,,27785.0
2020-04-24,24,Viernes,2020-04,2020,Metrobús,L3,,,46110.0
2020-04-24,24,Viernes,2020-04,2020,Metrobús,L7,,,31538.0
2020-04-25,25,Sábado,2020-04,2020,Metrobús,L3,,,31419.0
2020-04-25,25,Sábado,2020-04,2020,Metrobús,L6,,,44847.0
2020-04-26,26,Domingo,2020-04,2020,Metrobús,L1,,,51212.0
2020-04-26,26,Domingo,2020-04,2020,Metrobús,L7,,,13663.0
2020-04-27,27,Lunes,2020-04,2020,Metrobús,L4,,,15602.0
2020-04-27,27,Lunes,2020-04,2020,Metrobús,L5,,,28990.0
2020-04-28,28,Martes,2020-04,2020,Metrobús,L4,,,15930.0
2020-04-29,29,Míercoles,2020-04,2020,Metrobús,L1,,,115020.0
2020-04-29,29,Míercoles,2020-04,2020,Metrobús,L5,,,30642.0
2020-04-30,30,Jueves,2020-04,2020,Metrobús,L4,,,14478.0
2020-04-30,30,Jueves,2020-04,2020,Metrobús,L7,,,28464.0
2020-05-01,01,Viernes,2020-05,2020,Metrobús,L2,,,43078.0
2020-05-01,01,Viernes,2020-05,2020,Metrobús,L7,,,20404.0
2020-05-02,02,Sábado,2020-05,2020,Metrobús,L2,,,39417.0
2020-05-02,02,Sábado,2020-05,2020,Metrobús,L4,,,9175.0
2020-05-02,02,Sábado,2020-05,2020,Metrobús,L7,,,20337.0
2020-05-04,04,Lunes,2020-05,2020,Metrobús,L1,,,111493.0
2020-05-04,04,Lunes,2020-05,2020,Metrobús,L3,,,49098.0
2020-05-04,04,Lunes,2020-05,2020,Metrobús,L5,,,32109.0
2020-05-04,04,Lunes,2020-05,2020,Metrobús,L6,,,64331.0
2020-05-04,04,Lunes,2020-05,2020,Metrobús,L7,,,30881.0
2020-05-05,05,Martes,2020-05,2020,Metrobús,L1,,,106177.0
2020-05-05,05,Martes,2020-05,2020,Metrobús,L3,,,43937.0
2020-05-05,05,Martes,2020-05,2020,Metrobús,L7,,,28296.0
2020-05-06,06,Míercoles,2020-05,2020,Metrobús,L2,,,50572.0
2020-05-06,06,Míercoles,2020-05,2020,Metrobús,L7,,,26178.0
2020-05-07,07,Jueves,2020-05,2020,Metrobús,L2,,,50405.0
2020-05-07,07,Jueves,2020-05,2020,Metrobús,L4,,,13205.0
2020-05-08,08,Viernes,2020-05,2020,Metrobús,L3,,,43620.0
2020-05-08,08,Viernes,2020-05,2020,Metrobús,L4,,,13386.0
2020-05-08,08,Viernes,2020-05,2020,Metrobús,L5,,,27672.0
2020-05-09,09,Sábado,2020-05,2020,Metrobús,L2,,,36617.0
2020-05-09,09,Sábado,2020-05,2020,Metrobús,L6,,,41532.0
2020-05-09,09,Sábado,2020-05,2020,Metrobús,L7,,,20749.0
2020-05-10,10,Domingo,2020-05,2020,Metrobús,L6,,,30996.0
2020-05-11,11,Lunes,2020-05,2020,Metrobús,L5,,,27588.0
2020-05-11,11,Lunes,2020-05,2020,Metrobús,L7,,,31240.0
2020-05-12,12,Martes,2020-05,2020,Metrobús,L3,,,42711.0
2020-05-13,13,Míercoles,2020-05,2020,Metrobús,L2,,,52773.0
2020-05-13,13,Míercoles,2020-05,2020,Metrobús,L4,,,13761.0
2020-05-13,13,Míercoles,2020-05,2020,Metrobús,L6,,,58732.0
2020-05-13,13,Míercoles,2020-05,2020,Metrobús,L7,,,28692.0
2020-05-14,14,Jueves,2020-05,2020,Metrobús,L7,,,26159.0
2020-05-15,15,Viernes,2020-05,2020,Metrobús,L2,,,54140.0
2020-05-15,15,Viernes,2020-05,2020,Metrobús,L3,,,47996.0
2020-05-15,15,Viernes,2020-05,2020,Metrobús,L4,,,14417.0
2020-05-15,15,Viernes,2020-05,2020,Metrobús,L5,,,29471.0
2020-05-15,15,Viernes,2020-05,2020,Metrobús,L6,,,61270.0
2020-05-16,16,Sábado,2020-05,2020,Metrobús,L2,,,48328.0
2020-05-17,17,Domingo,2020-05,2020,Metrobús,L1,,,54453.0
2020-05-17,17,Domingo,2020-05,2020,Metrobús,L2,,,26982.0
2020-05-17,17,Domingo,2020-05,2020,Metrobús,L3,,,24006.0
2020-05-17,17,Domingo,2020-05,2020,Metrobús,L6,,,30966.0
2020-05-18,18,Lunes,2020-05,2020,Metrobús,L6,,,63453.0
2020-05-18,18,Lunes,2020-05,2020,Metrobús,L7,,,29136.0
2020-05-20,20,Míercoles,2020-05,2020,Metrobús,L4,,,15602.0
2020-05-20,20,Míercoles,2020-05,2020,Metrobús,L5,,,29016.0
2020-05-20,20,Míercoles,2020-05,2020,Metrobús,L6,,,59174.0
2020-05-21,21,Jueves,2020-05,2020,Metrobús,L2,,,52263.0
2020-05-21,21,Jueves,2020-05,2020,Metrobús,L4,,,15215.0
2020-05-21,21,Jueves,2020-05,2020,Metrobús,L6,,,57263.0
2020-05-21,21,Jueves,2020-05,2020,Metrobús,L7,,,28477.0
2020-05-22,22,Viernes,2020-05,2020,Metrobús,L5,,,30920.0
2020-05-22,22,Viernes,2020-05,2020,Metrobús,L6,,,62550.0
2020-05-22,22,Viernes,2020-05,2020,Metrobús,L7,,,30012.0
2020-05-23,23,Sábado,2020-05,2020,Metrobús,L3,,,30185.0
2020-05-23,23,Sábado,2020-05,2020,Metrobús,L6,,,43791.0
2020-05-24,24,Domingo,2020-05,2020,Metrobús,L3,,,21481.0
2020-05-24,24,Domingo,2020-05,2020,Metrobús,L5,,,18711.0
2020-05-24,24,Domingo,2020-05,2020,Metrobús,L6,,,33993.0
2020-05-25,25,Lunes,2020-05,2020,Metrobús,L2,,,54661.0
2020-05-25,25,Lunes,2020-05,2020,Metrobús,L7,,,32259.0
2020-05-26,26,Martes,2020-05,2020,Metrobús,L1,,,111651.0
2020-05-26,26,Martes,2020-05,2020,Metrobús,L7,,,31521.0
2020-05-27,27,Míercoles,2020-05,2020,Metrobús,L3,,,47674.0
2020-05-27,27,Míercoles,2020-05,2020,Metrobús,L6,,,58890.0
2020-05-28,28,Jueves,2020-05,2020,Metrobús,L1,,,112601.0
2020-05-28,28,Jueves,2020-05,2020,Metrobús,L3,,,49331.0
2020-05-29,29,Viernes,2020-05,2020,Metrobús,L2,,,59102.0
2020-05-30,30,Sábado,2020-05,2020,Metrobús,L2,,,42901.0
2020-05-30,30,Sábado,2020-05,2020,Metrobús,L6,,,47354.0
2020-05-31,31,Domingo,2020-05,2020,Metrobús,L5,,,19736.0
2020-05-31,31,Domingo,2020-05,2020,Metrobús,L6,,,34369.0
2020-06-01,01,Lunes,2020-06,2020,Metrobús,L1,,,134990.0
2020-06-01,01,Lunes,2020-06,2020,Metrobús,L7,,,38737.0
2020-06-03,03,Míercoles,2020-06,2020,Metrobús,L1,,,128450.0
2020-06-03,03,Míercoles,2020-06,2020,Metrobús,L2,,,58996.0
2020-06-03,03,Míercoles,2020-06,2020,Metrobús,L3,,,52056.0
2020-06-04,04,Jueves,2020-06,2020,Metrobús,L1,,,116959.0
2020-06-04,04,Jueves,2020-06,2020,Metrobús,L3,,,49853.0
2020-06-04,04,Jueves,2020-06,2020,Metrobús,L4,,,19072.0
2020-06-04,04,Jueves,2020-06,2020,Metrobús,L5,,,32155.0
2020-06-05,05,Viernes,2020-06,2020,Metrobús,L1,,,124772.0
2020-06-05,05,Viernes,2020-06,2020,Metrobús,L3,,,52228.0
2020-06-05,05,Viernes,2020-06,2020,Metrobús,L4,,,17667.0
2020-06-05,05,Viernes,2020-06,2020,Metrobús,L6,,,67593.0
2020-06-06,06,Sábado,2020-06,2020,Metrobús,L2,,,45846.0
2020-06-06,06,Sábado,2020-06,2020,Metrobús,L3,,,37820.0
2020-06-06,06,Sábado,2020-06,2020,Metrobús,L5,,,27627.0
2020-06-07,07,Domingo,2020-06,2020,Metrobús,L3,,,24600.0
2020-06-08,08,Lunes,2020-06,2020,Metrobús,L6,,,64755.0
2020-06-09,09,Martes,2020-06,2020,Metrobús,L5,,,31407.0
2020-06-09,09,Martes,2020-06,2020,Metrobús,L7,,,36549.0
2020-06-10,10,Míercoles,2020-06,2020,Metrobús,L1,,,130209.0
2020-06-10,10,Míercoles,2020-06,2020,Metrobús,L4,,,20605.0
2020-06-12,12,Viernes,2020-06,2020,Metrobús,L3,,,54705.0
2020-06-12,12,Viernes,2020-06,2020,Metrobús,L7,,,35976.0
2020-06-13,13,Sábado,2020-06,2020,Metrobús,L1,,,87382.0
2020-06-13,13,Sábado,2020-06,2020,Metrobús,L2,,,47344.0
2020-06-13,13,Sábado,2020-06,2020,Metrobús,L3,,,38721.0
2020-06-13,13,Sábado,2020-06,2020,Metrobús,L4,,,16896.0
2020-06-13,13,Sábado,2020-06,2020,Metrobús,L6,,,53055.0
2020-06-14,14,Domingo,2020-06,2020,Metrobús,L7,,,17746.0
2020-06-15,15,Lunes,2020-06,2020,Metrobús,L2,,,67241.0
2020-06-15,15,Lunes,2020-06,2020,Metrobús,L6,,,74084.0
2020-06-15,15,Lunes,2020-06,2020,Metrobús,L7,,,38796.0
2020-06-16,16,Martes,2020-06,2020,Metrobús,L2,,,66189.0
2020-06-16,16,Martes,2020-06,2020,Metrobús,L5,,,34383.0
2020-06-16,16,Martes,2020-06,2020,Metrobús,L6,,,71265.0
2020-06-16,16,Martes,2020-06,2020,Metrobús,L7,,,35825.0
2020-06-17,17,Míercoles,2020-06,2020,Metrobús,L4,,,21818.0
2020-06-17,17,Míercoles,2020-06,2020,Metrobús,L7,,,34398.0
2020-06-18,18,Jueves,2020-06,2020,Metrobús,L1,,,127655.0
2020-06-18,18,Jueves,2020-06,2020,Metrobús,L2,,,66857.0
2020-06-18,18,Jueves,2020-06,2020,Metrobús,L7,,,38936.0
2020-06-19,19,Viernes,2020-06,2020,Metrobús,L7,,,36989.0
2020-06-20,20,Sábado,2020-06,2020,Metrobús,L1,,,83944.0
2020-06-20,20,Sábado,2020-06,2020,Metrobús,L2,,,51760.0
2020-06-20,20,Sábado,2020-06,2020,Metrobús,L3,,,44871.0
2020-06-20,20,Sábado,2020-06,2020,Metrobús,L5,,,31506.0
2020-06-20,20,Sábado,2020-06,2020,Metrobús,L6,,,51410.0
2020-06-21,21,Domingo,2020-06,2020,Metrobús,L2,,,31933.0
2020-06-22,22,Lunes,2020-06,2020,Metrobús,L1,,,160652.0
2020-06-22,22,Lunes,2020-06,2020,Metrobús,L6,,,67007.0
2020-06-23,23,Martes,2020-06,2020,Metrobús,L2,,,63319.0
2020-06-24,24,Míercoles,2020-06,2020,Metrobús,L1,,,138778.0
2020-06-24,24,Míercoles,2020-06,2020,Metrobús,L3,,,57666.0
2020-06-24,24,Míercoles,2020-06,2020,Metrobús,L4,,,22491.0
